age,income,employment_years,credit_score,loan_amount,loan_term_months,loan_purpose,marital_status,dependents,existing_debt,home_ownership,education_level,num_of_credit_lines,previous_defaults,months_since_last_default,debt_to_income,loan_to_income,interest_rate,approved,approval_prob
32,64716.0,3.0,633.0,19189,60,debt_consolidation,married,1,0.0,rent,bachelor,7,0,,0.0,0.297,0.143,1,0.785
27,47902.0,8.0,672.0,30062,36,home_improvement,single,1,22838.0,mortgage,bachelor,2,0,,0.477,0.628,0.19,0,0.332
41,58331.0,7.0,749.0,11144,48,debt_consolidation,single,0,0.0,mortgage,other,5,1,114.0,0.0,0.191,0.114,1,0.722
59,54246.0,6.0,594.0,648,36,personal,married,0,1031.0,rent,bachelor,4,0,,0.019,0.012,0.105,1,0.724
25,7764.0,6.0,684.0,21272,60,debt_consolidation,single,0,23539.0,mortgage,master,4,0,,3.031,2.739,0.35,0,0.02
41,54833.0,3.0,543.0,20363,36,home_improvement,divorced,1,2149.0,mortgage,bachelor,6,0,,0.039,0.371,0.203,1,0.554
33,40823.0,7.0,731.0,22597,48,debt_consolidation,single,2,0.0,own,master,7,0,,0.0,0.554,0.145,1,0.79
66,32379.0,4.0,755.0,3028,12,business,married,3,12755.0,rent,high_school,1,1,10.0,0.394,0.094,0.091,0,0.214
43,112124.0,4.0,733.0,500,60,debt_consolidation,single,0,36929.0,mortgage,master,3,1,98.0,0.329,0.004,0.084,1,0.719
44,81315.0,10.0,733.0,17649,48,debt_consolidation,single,0,27461.0,rent,master,3,0,,0.338,0.217,0.077,1,0.836
54,21246.0,6.0,643.0,16949,36,car,single,0,19152.0,own,master,2,1,39.0,0.901,0.798,0.288,0,0.024
21,58666.0,2.0,672.0,11428,36,personal,single,1,24913.0,rent,master,4,0,,0.425,0.195,0.103,1,0.489
67,86451.0,4.0,642.0,29467,36,personal,single,1,17746.0,own,high_school,5,0,,0.205,0.341,0.147,1,0.721
41,12595.0,3.0,646.0,14901,48,debt_consolidation,single,0,13431.0,rent,bachelor,5,1,25.0,1.066,1.183,0.35,0,0.03
36,51925.0,9.0,591.0,27310,48,medical,married,0,23710.0,mortgage,high_school,2,0,,0.457,0.526,0.21,0,0.295
53,53102.0,6.0,673.0,23782,36,debt_consolidation,single,0,15206.0,rent,high_school,3,0,,0.286,0.448,0.153,1,0.516
56,18138.0,3.0,683.0,4101,60,debt_consolidation,widowed,2,9201.0,mortgage,high_school,4,0,,0.507,0.226,0.104,0,0.307
27,59489.0,7.0,729.0,6131,60,home_improvement,single,0,12795.0,mortgage,high_school,3,0,,0.215,0.103,0.056,1,0.77
42,77906.0,5.0,681.0,2178,12,debt_consolidation,married,0,14981.0,rent,bachelor,5,0,,0.192,0.028,0.065,1,0.848
35,87701.0,7.0,720.0,19313,48,business,married,2,14595.0,mortgage,bachelor,6,1,104.0,0.166,0.22,0.134,0,0.739
36,43766.0,7.0,590.0,15981,48,personal,divorced,2,15475.0,rent,high_school,3,0,,0.354,0.365,0.178,0,0.37
53,112541.0,2.0,764.0,28501,48,debt_consolidation,single,1,,mortgage,bachelor,5,0,,,0.253,0.069,1,0.939
27,5000.0,7.0,631.0,20951,12,debt_consolidation,married,2,6897.0,own,high_school,6,0,,1.379,4.189,0.35,0,0.02
50,58905.0,3.0,486.0,2020,36,home_improvement,single,1,0.0,own,high_school,4,0,,0.0,0.034,0.164,0,0.566
67,14693.0,7.0,619.0,10379,24,car,single,1,13940.0,rent,bachelor,5,0,,0.949,0.706,0.232,0,0.088
22,52255.0,5.0,696.0,500,48,personal,married,1,15162.0,rent,bachelor,5,0,,0.29,0.01,0.054,1,0.724
64,36952.0,8.0,657.0,17934,48,personal,single,1,29772.0,rent,bachelor,4,0,,0.806,0.485,0.168,0,0.241
66,62672.0,3.0,495.0,42907,36,education,single,0,14505.0,mortgage,high_school,4,0,,0.231,0.685,0.29,0,0.301
52,46828.0,7.0,667.0,16308,36,debt_consolidation,single,2,4446.0,mortgage,bachelor,4,0,,0.095,0.348,0.136,1,0.672
61,29350.0,4.0,660.0,17012,36,business,single,0,3679.0,other,high_school,8,0,,0.125,0.58,0.186,1,0.54
51,30993.0,3.0,572.0,14827,60,debt_consolidation,single,1,19686.0,mortgage,high_school,5,0,,0.635,0.478,0.21,0,0.178
18,98311.0,3.0,695.0,101357,36,personal,married,1,0.0,mortgage,bachelor,4,1,29.0,0.0,1.031,0.14,1,0.695
38,61088.0,2.0,639.0,13438,48,debt_consolidation,single,1,12299.0,own,master,1,0,,0.201,0.22,0.124,1,0.458
34,7447.0,9.0,494.0,21179,60,car,married,0,24305.0,rent,high_school,4,0,,3.263,2.844,0.35,0,0.01
39,63770.0,10.0,706.0,7276,60,debt_consolidation,married,1,40372.0,mortgage,high_school,5,0,,0.633,0.114,0.07,1,0.731
65,45133.0,7.0,664.0,7690,60,home_improvement,married,0,27333.0,rent,high_school,3,0,,0.606,0.17,0.102,0,0.425
54,50115.0,7.0,771.0,2075,36,education,married,0,2119.0,own,bachelor,9,0,,0.042,0.041,0.03,1,0.982
32,70497.0,4.0,581.0,14675,60,medical,married,0,0.0,mortgage,high_school,8,0,,0.0,0.208,0.151,1,0.788
52,79581.0,4.0,631.0,3942,60,business,married,1,19453.0,own,high_school,2,0,,0.244,0.05,0.094,1,0.64
45,28530.0,5.0,735.0,29525,60,car,single,2,6792.0,rent,other,5,0,,0.238,1.035,0.24,0,0.321
24,49256.0,3.0,577.0,10691,24,debt_consolidation,divorced,1,0.0,rent,high_school,5,0,,0.0,0.217,0.155,0,0.613
49,36347.0,7.0,732.0,500,12,personal,widowed,1,48885.0,other,bachelor,2,0,,1.345,0.014,0.037,0,0.169
28,64922.0,4.0,735.0,3646,60,personal,married,0,12595.0,other,other,7,0,,0.194,0.056,0.044,1,0.854
27,44192.0,4.0,675.0,16350,72,debt_consolidation,single,1,28740.0,mortgage,high_school,6,0,,0.65,0.37,0.136,0,0.398
26,50731.0,4.0,637.0,21524,60,personal,single,2,4998.0,mortgage,bachelor,4,0,,0.099,0.424,0.166,1,0.533
31,43243.0,8.0,598.0,18539,60,personal,married,0,9530.0,rent,bachelor,7,0,,0.22,0.429,0.187,0,0.608
30,47347.0,5.0,592.0,6777,48,education,married,1,12273.0,rent,master,1,0,,0.259,0.143,0.133,0,0.437
42,92616.0,3.0,675.0,9288,36,debt_consolidation,married,2,5907.0,rent,master,2,0,,0.064,0.1,0.082,1,0.803
19,,11.0,420.0,8117,60,education,married,1,0.0,rent,bachelor,4,1,56.0,0.0,0.162,0.255,1,0.707
52,59427.0,7.0,605.0,20666,60,debt_consolidation,married,0,42963.0,rent,high_school,1,0,,0.723,0.348,0.167,0,0.254
24,47501.0,5.0,594.0,16163,60,education,single,0,15324.0,rent,bachelor,6,0,,0.323,0.34,0.171,0,0.541
38,10109.0,6.0,,10526,72,car,married,0,0.0,own,other,4,0,,0.0,1.041,0.323,0,0.177
35,30990.0,2.0,665.0,8405,36,personal,single,0,11526.0,rent,high_school,2,0,,0.372,0.271,0.122,0,0.274
20,46832.0,1.0,532.0,9771,12,education,married,0,0.0,rent,other,1,0,,0.0,0.209,0.176,0,0.371
59,32123.0,3.0,746.0,15085,72,debt_consolidation,single,0,0.0,mortgage,master,3,1,49.0,0.0,0.47,0.171,0,0.323
56,34752.0,5.0,723.0,28408,36,medical,single,0,11602.0,rent,high_school,5,0,,0.334,0.817,0.202,0,0.346
58,89385.0,7.0,759.0,16866,60,debt_consolidation,single,1,18089.0,rent,master,2,0,,0.202,0.189,0.058,1,0.856
66,50720.0,3.0,608.0,11634,60,debt_consolidation,divorced,1,0.0,rent,high_school,5,0,,0.0,0.229,0.142,1,0.653
28,52955.0,4.0,667.0,10855,36,home_improvement,married,1,35738.0,mortgage,bachelor,4,0,,0.675,0.205,0.108,0,0.388
56,33145.0,2.0,716.0,32019,60,debt_consolidation,single,0,117.0,own,bachelor,0,0,,0.004,0.966,0.235,0,0.232
41,79439.0,5.0,640.0,23247,36,personal,married,2,6631.0,own,bachelor,8,0,,0.083,0.293,0.139,1,0.848
63,44686.0,2.0,605.0,24787,60,car,married,0,33003.0,rent,bachelor,7,0,,0.739,0.555,0.209,0,0.21
36,36978.0,5.0,660.0,22474,24,business,married,1,35672.0,own,bachelor,2,0,,0.965,0.608,0.192,0,0.084
21,10481.0,7.0,634.0,14501,60,debt_consolidation,married,0,707.0,rent,bachelor,6,0,,0.067,1.383,0.35,0,0.213
43,48472.0,3.0,564.0,26978,60,medical,single,2,25948.0,rent,bachelor,2,0,,0.535,0.557,0.229,0,0.124
55,36199.0,6.0,460.0,500,48,car,single,2,12381.0,own,other,4,0,,0.342,0.014,0.173,0,0.329
59,92114.0,3.0,,30509,60,home_improvement,single,1,49818.0,mortgage,master,3,0,,0.541,0.331,0.178,0,0.422
49,96097.0,10.0,461.0,22421,72,personal,married,2,0.0,rent,bachelor,3,1,4.0,0.0,0.233,0.266,0,0.519
56,19118.0,5.0,580.0,19859,60,home_improvement,single,1,34745.0,mortgage,bachelor,3,0,,1.817,1.039,0.318,0,0.015
62,21946.0,3.0,764.0,7430,72,education,married,0,1222.0,rent,high_school,3,0,,0.056,0.339,0.086,0,0.585
63,43092.0,7.0,502.0,24310,48,debt_consolidation,single,2,0.0,rent,high_school,2,0,,0.0,0.564,0.262,0,0.343
18,29599.0,3.0,686.0,101357,48,debt_consolidation,single,2,5450.0,rent,bachelor,2,1,38.0,0.184,3.424,0.286,0,0.107
18,55435.0,5.0,748.0,101357,36,personal,divorced,1,0.0,mortgage,bachelor,2,1,6.0,0.0,1.828,0.105,0,0.541
54,41834.0,4.0,524.0,8260,72,business,divorced,0,,rent,bachelor,7,0,,,0.197,0.177,1,0.595
50,57013.0,7.0,794.0,4664,24,car,single,1,5198.0,own,other,4,0,,0.091,0.082,0.03,1,0.867
53,75402.0,4.0,644.0,20480,36,personal,married,2,6204.0,rent,bachelor,6,0,,0.082,0.272,0.132,1,0.778
20,23394.0,4.0,759.0,14018,36,home_improvement,married,0,23746.0,own,bachelor,1,0,,1.015,0.599,0.14,0,0.093
26,74880.0,3.0,672.0,36225,36,car,married,1,22328.0,own,master,2,0,,0.298,0.484,0.161,0,0.467
25,31784.0,6.0,613.0,500,72,home_improvement,single,0,9467.0,rent,bachelor,6,0,,0.298,0.016,0.097,0,0.604
50,103712.0,10.0,417.0,6294,36,education,single,0,0.0,mortgage,bachelor,3,0,,0.0,0.061,0.204,1,0.83
23,90524.0,3.0,561.0,15120,72,debt_consolidation,married,0,0.0,mortgage,master,3,0,,0.0,0.167,0.153,1,0.724
58,47173.0,5.0,704.0,21650,48,home_improvement,married,2,2051.0,rent,bachelor,5,0,,0.043,0.459,0.14,1,0.683
56,25910.0,4.0,773.0,21197,60,personal,married,0,0.0,mortgage,master,3,0,,0.0,0.818,0.177,1,0.439
21,21128.0,5.0,538.0,15845,48,debt_consolidation,married,0,1124.0,rent,phd,8,0,,0.053,0.75,0.281,0,0.378
30,71841.0,2.0,645.0,18524,36,debt_consolidation,married,0,34330.0,mortgage,bachelor,6,0,,0.478,0.258,0.129,1,0.574
66,49240.0,3.0,614.0,16184,48,debt_consolidation,single,0,890.0,mortgage,high_school,2,0,,0.018,0.329,0.159,1,0.485
19,73172.0,4.0,683.0,25494,48,debt_consolidation,single,0,0.0,rent,master,4,0,,0.0,0.348,0.128,1,0.775
22,105106.0,6.0,657.0,9437,36,home_improvement,single,1,9948.0,mortgage,master,0,0,,0.095,0.09,0.09,1,0.806
61,30740.0,7.0,620.0,10570,36,debt_consolidation,married,1,2202.0,rent,high_school,2,0,,0.072,0.344,0.159,0,0.467
44,19247.0,4.0,701.0,21894,36,car,widowed,2,18956.0,rent,bachelor,5,0,,0.985,1.137,0.277,0,0.055
49,54814.0,7.0,595.0,30723,36,car,married,0,13683.0,mortgage,bachelor,5,0,,0.25,0.56,0.215,0,0.491
38,78619.0,4.0,651.0,8658,48,business,married,0,37805.0,rent,master,3,0,,0.481,0.11,0.097,1,0.565
25,26488.0,5.0,712.0,17412,36,personal,married,0,,rent,high_school,3,0,,,0.657,0.175,0,0.35
55,50866.0,6.0,592.0,11216,60,education,single,0,38965.0,rent,bachelor,6,0,,0.766,0.22,0.148,0,0.408
25,84251.0,9.0,621.0,20548,72,debt_consolidation,single,1,20469.0,mortgage,bachelor,6,0,,0.243,0.244,0.138,1,0.843
67,9178.0,3.0,605.0,500,36,debt_consolidation,single,0,17958.0,rent,bachelor,2,1,8.0,1.956,0.054,0.158,0,0.024
20,55883.0,9.0,686.0,11543,48,business,married,1,0.0,rent,other,2,1,28.0,0.0,0.207,0.148,0,0.533
61,36497.0,6.0,678.0,9258,36,education,married,0,0.0,rent,other,5,0,,0.0,0.254,0.112,1,0.755
20,53104.0,2.0,609.0,11576,36,debt_consolidation,single,1,0.0,rent,high_school,6,0,,0.0,0.218,0.139,0,0.684
39,67745.0,9.0,677.0,500,60,debt_consolidation,married,3,13203.0,mortgage,high_school,8,0,,0.195,0.007,0.063,1,0.927
23,55520.0,4.0,425.0,35244,36,business,married,1,21314.0,own,high_school,1,0,,0.384,0.635,0.314,0,0.088
19,24744.0,5.0,717.0,500,36,car,single,2,18019.0,mortgage,bachelor,3,0,,0.728,0.02,0.046,0,0.33
40,37469.0,5.0,722.0,19762,36,car,married,1,10567.0,mortgage,bachelor,4,0,,0.282,0.527,0.144,0,0.468
61,85665.0,4.0,,2061,60,debt_consolidation,single,0,23550.0,rent,bachelor,6,0,,0.275,0.024,0.1,1,0.801
19,58223.0,3.0,594.0,2553,48,education,married,0,27917.0,own,high_school,5,0,,0.479,0.044,0.112,1,0.536
55,71008.0,,645.0,16380,72,business,married,0,5375.0,mortgage,high_school,6,0,,0.076,0.231,0.124,1,0.784
34,56257.0,4.0,577.0,21912,72,personal,single,1,18373.0,own,high_school,5,0,,0.327,0.389,0.189,0,0.427
52,70228.0,3.0,590.0,4245,36,medical,married,3,15760.0,mortgage,bachelor,4,0,,0.224,0.06,0.117,0,0.599
51,40096.0,5.0,675.0,3919,12,car,single,1,22095.0,mortgage,bachelor,6,0,,0.551,0.098,0.082,0,0.532
40,30812.0,6.0,715.0,2051,36,education,single,1,14914.0,mortgage,high_school,3,0,,0.484,0.067,0.056,0,0.531
47,69092.0,9.0,675.0,17147,48,home_improvement,married,2,13961.0,other,high_school,6,0,,0.202,0.248,0.112,1,0.839
69,78184.0,3.0,850.0,4528,48,debt_consolidation,married,1,934.0,own,master,5,0,,0.012,0.058,0.03,1,0.947
25,27143.0,5.0,750.0,27887,24,personal,single,0,13085.0,rent,master,7,0,,0.482,1.027,0.23,0,0.3
39,35601.0,7.0,709.0,3462,24,car,single,1,4904.0,own,high_school,5,1,104.0,0.138,0.097,0.115,1,0.517
61,45919.0,5.0,706.0,20418,12,car,married,0,0.0,rent,bachelor,3,0,,0.0,0.445,0.136,0,0.618
53,,2.0,657.0,30447,60,personal,single,0,14500.0,rent,high_school,1,0,,0.29,0.609,0.139,1,0.584
22,64078.0,5.0,690.0,15688,72,personal,single,2,0.0,own,high_school,2,1,20.0,0.0,0.245,0.154,0,0.474
30,16898.0,7.0,666.0,500,24,car,single,0,9355.0,rent,master,3,0,,0.554,0.03,0.073,0,0.358
46,47675.0,8.0,734.0,19001,36,debt_consolidation,married,0,4506.0,rent,bachelor,3,0,,0.095,0.399,0.113,1,0.717
48,43853.0,2.0,628.0,12537,24,home_improvement,divorced,1,1565.0,own,bachelor,5,1,71.0,0.036,0.286,0.193,0,0.331
64,20668.0,3.0,623.0,14584,60,personal,single,0,31080.0,rent,phd,6,0,,1.504,0.706,0.23,0,0.028
33,47380.0,6.0,744.0,30860,72,debt_consolidation,married,1,34574.0,rent,bachelor,5,0,,0.73,0.651,0.158,0,0.366
59,42749.0,3.0,613.0,15516,36,personal,single,3,5547.0,mortgage,bachelor,3,0,,0.13,0.363,0.166,1,0.405
47,40959.0,6.0,574.0,20134,36,debt_consolidation,married,1,24960.0,rent,bachelor,1,0,,0.609,0.492,0.211,0,0.162
33,39815.0,10.0,590.0,8379,36,car,single,1,0.0,mortgage,high_school,5,0,,0.0,0.21,0.147,0,0.724
29,86785.0,2.0,710.0,12194,48,car,single,2,0.0,mortgage,master,2,0,,0.0,0.141,0.073,1,0.787
34,40907.0,6.0,850.0,26232,60,debt_consolidation,married,1,9084.0,mortgage,high_school,7,0,,0.222,0.641,0.103,1,0.776
33,51242.0,5.0,579.0,16363,48,personal,single,0,0.0,rent,high_school,2,0,,0.0,0.319,0.174,0,0.494
29,48531.0,3.0,702.0,17855,72,education,single,2,15635.0,mortgage,high_school,6,0,,0.322,0.368,0.123,0,0.621
25,37375.0,4.0,662.0,25011,24,debt_consolidation,divorced,2,14313.0,rent,high_school,4,0,,0.383,0.669,0.203,0,0.3
37,51988.0,5.0,740.0,31302,60,home_improvement,widowed,1,9289.0,mortgage,bachelor,2,0,,0.179,0.602,0.15,0,0.513
20,51634.0,5.0,701.0,3442,36,medical,single,1,45508.0,own,master,3,0,,0.881,0.067,0.063,0,0.329
33,51994.0,9.0,745.0,10084,36,debt_consolidation,married,1,15520.0,mortgage,other,6,0,,0.298,0.194,0.066,1,0.834
47,28519.0,6.0,673.0,29581,60,personal,married,0,18640.0,mortgage,bachelor,5,0,,0.654,1.037,0.271,0,0.142
62,44847.0,4.0,583.0,34925,72,debt_consolidation,married,0,17283.0,own,high_school,5,0,,0.385,0.779,0.264,0,0.253
40,69008.0,3.0,596.0,12380,60,debt_consolidation,divorced,0,0.0,mortgage,high_school,3,0,,0.0,0.179,0.138,1,0.664
45,45505.0,4.0,667.0,17713,60,debt_consolidation,married,0,39254.0,rent,high_school,3,0,,0.863,0.389,0.144,0,0.208
68,54045.0,2.0,687.0,18512,60,debt_consolidation,married,1,0.0,own,high_school,7,0,,0.0,0.343,0.125,1,0.764
57,54176.0,5.0,619.0,17343,36,debt_consolidation,single,0,14276.0,own,bachelor,6,0,,0.264,0.32,0.154,0,0.612
22,60435.0,4.0,811.0,17476,60,personal,single,0,21165.0,own,master,6,0,,0.35,0.289,0.052,1,0.774
37,63966.0,2.0,,28649,60,debt_consolidation,married,0,24755.0,own,bachelor,2,0,,0.387,0.448,0.127,0,0.444
57,45646.0,5.0,483.0,500,48,debt_consolidation,single,3,,rent,master,4,0,,,0.011,0.161,0,0.506
61,27217.0,11.0,640.0,8447,48,debt_consolidation,single,0,21152.0,rent,bachelor,9,0,,0.777,0.31,0.142,0,0.526
18,19532.0,4.0,568.0,21387,60,education,single,0,0.0,mortgage,bachelor,2,0,,0.0,1.095,0.335,0,0.171
47,75442.0,6.0,803.0,10038,60,medical,single,3,35057.0,own,phd,6,1,9.0,0.465,0.133,0.075,0,0.647
38,69256.0,2.0,472.0,17865,36,business,single,0,,rent,bachelor,7,0,,,0.258,0.216,1,0.542
37,66234.0,4.0,683.0,25866,60,debt_consolidation,single,0,2549.0,rent,bachelor,4,0,,0.038,0.391,0.137,1,0.719
23,70280.0,9.0,660.0,31001,60,education,single,1,433.0,own,high_school,1,0,,0.006,0.441,0.158,1,0.74
39,45961.0,2.0,715.0,17774,36,education,married,1,14461.0,mortgage,high_school,1,0,,0.315,0.387,0.12,0,0.393
35,34378.0,5.0,676.0,29895,60,car,married,1,0.0,rent,master,8,0,,0.0,0.87,0.236,1,0.573
25,25490.0,4.0,816.0,16419,36,home_improvement,single,0,23271.0,own,high_school,2,0,,0.913,0.644,0.121,0,0.156
56,22766.0,5.0,723.0,11965,24,business,divorced,1,1043.0,mortgage,bachelor,1,0,,0.046,0.526,0.144,1,0.381
49,80304.0,3.0,503.0,500,48,debt_consolidation,married,1,29567.0,rent,bachelor,3,0,,0.368,0.006,0.15,0,0.489
50,37671.0,4.0,762.0,4967,72,debt_consolidation,married,3,0.0,rent,bachelor,4,0,,0.0,0.132,0.045,1,0.776
33,76371.0,5.0,666.0,15047,12,debt_consolidation,divorced,0,11981.0,mortgage,high_school,2,0,,0.157,0.197,0.106,1,0.706
29,45328.0,7.0,762.0,15256,60,home_improvement,single,0,18308.0,rent,high_school,2,0,,0.404,0.337,0.086,0,0.544
55,33094.0,6.0,625.0,17294,48,debt_consolidation,single,1,19933.0,mortgage,bachelor,4,0,,0.602,0.523,0.192,0,0.245
69,22641.0,5.0,565.0,33365,60,education,single,0,2249.0,own,bachelor,4,0,,0.099,1.474,0.35,0,0.144
51,35296.0,7.0,550.0,22511,60,personal,single,0,0.0,rent,high_school,5,0,,0.0,0.638,0.253,0,0.433
31,85456.0,5.0,735.0,23045,60,car,single,3,3146.0,rent,other,4,0,,0.037,0.27,0.087,1,0.855
53,22895.0,9.0,714.0,33280,60,home_improvement,married,1,27500.0,own,master,2,0,,1.201,1.454,0.334,0,0.036
50,102919.0,5.0,603.0,11436,60,business,single,1,41384.0,mortgage,bachelor,1,1,45.0,0.402,0.111,0.171,0,0.36
40,28985.0,5.0,436.0,9911,36,medical,widowed,1,0.0,rent,bachelor,5,0,,0.0,0.342,0.25,0,0.307
67,68749.0,8.0,738.0,27225,36,home_improvement,married,0,0.0,mortgage,high_school,1,0,,0.0,0.396,0.11,1,0.767
62,46369.0,4.0,,19858,36,education,married,0,0.0,own,other,3,0,,0.0,0.428,0.242,0,0.386
19,41986.0,2.0,824.0,14557,60,medical,single,0,1774.0,rent,other,7,1,118.0,0.042,0.347,0.107,0,0.584
58,18214.0,5.0,534.0,14394,36,debt_consolidation,married,1,,mortgage,bachelor,3,0,,,0.79,0.291,0,0.203
38,47540.0,3.0,651.0,13280,36,home_improvement,single,0,0.0,rent,bachelor,6,0,,0.0,0.279,0.13,1,0.697
19,21043.0,2.0,668.0,13990,60,debt_consolidation,single,4,34945.0,own,bachelor,0,0,,1.661,0.665,0.199,0,0.029
44,7961.0,5.0,679.0,14972,60,personal,married,2,27203.0,own,bachelor,4,0,,3.417,1.88,0.35,0,0.01
26,52990.0,8.0,676.0,12025,60,debt_consolidation,single,0,13651.0,own,bachelor,4,0,,0.258,0.227,0.107,1,0.699
18,34114.0,3.0,660.0,20554,24,debt_consolidation,married,0,8346.0,rent,bachelor,7,0,,0.245,0.602,0.19,1,0.459
28,92109.0,4.0,615.0,22465,36,home_improvement,married,2,23388.0,mortgage,high_school,5,0,,0.254,0.244,0.141,1,0.736
20,75001.0,11.0,632.0,9353,36,personal,single,0,0.0,mortgage,bachelor,5,1,82.0,0.0,0.125,0.159,1,0.751
69,92436.0,4.0,598.0,24026,12,home_improvement,married,0,13576.0,mortgage,bachelor,4,0,,0.147,0.26,0.153,1,0.725
40,32978.0,7.0,659.0,2286,36,business,married,1,922.0,mortgage,high_school,1,0,,0.028,0.069,0.084,1,0.579
43,53403.0,1.0,510.0,20038,36,education,single,0,45152.0,other,master,7,0,,0.845,0.375,0.22,0,0.209
21,5000.0,3.0,675.0,20538,24,education,married,0,0.0,own,bachelor,4,0,,0.0,4.107,0.35,0,0.052
35,42955.0,2.0,642.0,14163,48,personal,divorced,3,5917.0,rent,bachelor,3,1,68.0,0.138,0.33,0.195,0,0.214
23,52462.0,6.0,717.0,15574,36,debt_consolidation,married,1,0.0,mortgage,high_school,10,0,,0.0,0.297,0.101,1,0.916
52,53851.0,3.0,626.0,12665,12,personal,married,1,,rent,bachelor,8,1,75.0,,0.235,0.184,0,0.354
39,48941.0,5.0,698.0,9923,60,personal,married,0,21248.0,own,master,5,1,80.0,0.434,0.203,0.142,0,0.338
60,51665.0,8.0,694.0,15005,60,personal,married,1,0.0,own,bachelor,4,0,,0.0,0.29,0.111,1,0.775
32,5000.0,8.0,639.0,9537,60,business,married,1,0.0,other,bachelor,1,0,,0.0,1.907,0.35,0,0.042
39,56406.0,2.0,678.0,26395,48,personal,single,0,4213.0,other,bachelor,2,0,,0.075,0.468,0.155,0,0.475
54,62086.0,6.0,543.0,500,72,debt_consolidation,single,2,0.0,mortgage,bachelor,2,0,,0.0,0.008,0.13,1,0.661
69,83451.0,7.0,757.0,13654,72,debt_consolidation,divorced,1,10961.0,own,bachelor,2,0,,0.131,0.164,0.054,1,0.863
59,59218.0,3.0,606.0,500,48,debt_consolidation,single,0,34296.0,own,high_school,2,0,,0.579,0.008,0.099,0,0.369
29,46732.0,4.0,636.0,4362,48,debt_consolidation,married,2,19920.0,rent,bachelor,6,0,,0.426,0.093,0.101,0,0.576
64,77624.0,8.0,566.0,9232,12,medical,married,1,21387.0,mortgage,bachelor,8,0,,0.276,0.119,0.141,1,0.795
66,5000.0,6.0,589.0,28396,60,debt_consolidation,single,0,9936.0,mortgage,bachelor,3,0,,1.987,5.678,0.35,0,0.02
59,37126.0,5.0,781.0,26537,48,debt_consolidation,married,0,49653.0,mortgage,high_school,3,0,,1.337,0.715,0.152,0,0.103
55,30855.0,2.0,661.0,15727,72,business,single,0,11748.0,rent,high_school,2,0,,0.381,0.51,0.172,0,0.192
35,49137.0,6.0,626.0,15639,48,personal,divorced,0,20884.0,rent,high_school,3,1,71.0,0.425,0.318,0.201,0,0.196
62,,5.0,626.0,25375,72,business,single,1,26480.0,own,high_school,3,0,,0.53,0.507,0.35,0,0.01
52,82991.0,8.0,650.0,26314,60,personal,single,0,9233.0,rent,bachelor,3,0,,0.111,0.317,0.138,1,0.771
47,43755.0,3.0,708.0,9252,72,car,married,2,13112.0,rent,high_school,7,0,,0.3,0.211,0.088,1,0.66
41,57970.0,5.0,666.0,21728,36,personal,married,0,1452.0,rent,bachelor,3,1,10.0,0.025,0.375,0.192,0,0.396
59,55577.0,4.0,667.0,5436,24,home_improvement,single,2,10270.0,other,other,2,0,,0.185,0.098,0.086,1,0.6
47,81562.0,7.0,576.0,11105,60,personal,single,1,,mortgage,high_school,1,0,,,0.136,0.139,0,0.522
31,5000.0,9.0,626.0,20942,60,debt_consolidation,single,2,27459.0,mortgage,master,5,0,,5.491,4.188,0.35,0,0.02
23,52808.0,6.0,663.0,8423,36,personal,single,0,20313.0,rent,bachelor,1,0,,0.385,0.159,0.1,0,0.457
20,78654.0,13.0,648.0,11450,60,education,married,2,23655.0,rent,master,6,0,,0.301,0.146,0.105,1,0.93
33,47550.0,3.0,617.0,500,48,car,single,0,9438.0,rent,high_school,6,0,,0.198,0.011,0.094,1,0.651
24,26218.0,7.0,609.0,19508,24,medical,married,1,24222.0,own,master,5,0,,0.924,0.744,0.244,0,0.083
69,34903.0,5.0,685.0,6174,48,personal,married,1,7715.0,mortgage,other,5,1,80.0,0.221,0.177,0.143,0,0.366
31,40176.0,6.0,687.0,6789,72,personal,divorced,0,0.0,rent,master,5,0,,0.0,0.169,0.09,1,0.754
26,31974.0,11.0,729.0,28552,48,debt_consolidation,married,0,37487.0,rent,master,6,0,,1.172,0.893,0.214,0,0.188
32,46180.0,7.0,666.0,8127,60,debt_consolidation,single,1,6936.0,rent,high_school,5,0,,0.15,0.176,0.102,1,0.736
38,87706.0,4.0,,22525,12,debt_consolidation,single,2,25814.0,mortgage,high_school,4,1,67.0,0.294,0.257,0.259,0,0.283
52,35066.0,8.0,839.0,25992,60,debt_consolidation,divorced,0,4559.0,mortgage,master,2,0,,0.13,0.741,0.129,0,0.609
19,37808.0,6.0,649.0,24173,72,debt_consolidation,married,2,0.0,mortgage,high_school,1,0,,0.0,0.639,0.203,0,0.4
44,61495.0,,617.0,12508,48,medical,married,0,8908.0,own,high_school,2,0,,0.145,0.203,0.132,0,0.518
19,45629.0,4.0,645.0,10728,36,home_improvement,divorced,0,0.0,rent,high_school,6,1,38.0,0.0,0.235,0.174,0,0.481
18,16770.0,7.0,618.0,101357,48,business,married,2,21330.0,mortgage,bachelor,4,0,,1.272,6.044,0.161,0,0.061
35,48470.0,8.0,585.0,500,72,home_improvement,divorced,2,6562.0,rent,bachelor,7,0,,0.135,0.01,0.11,1,0.792
